title,guarantee,product_colorful,فیلتر,مناسب برای,cluster,cluster_names
ماسک تنفسی مدل sbln بسته 100 عددی,سرویس ویژه دیجی کالا: 7 روز تضمین بازگشت کالا,ندارد,ندارد,نجاری,11,42000-47000
ماسک تنفسی مدل sbln بسته 100 عددی,سرویس ویژه دیجی کالا: 7 روز تضمین بازگشت کالا,ندارد,ندارد,ساختمانی,11,42000-47000
ماسک تنفسی مدل sbln بسته 100 عددی,سرویس ویژه دیجی کالا: 7 روز تضمین بازگشت کالا,ندارد,ندارد,تراشکاری,11,42000-47000
ماسک تنفسی مدل sbln بسته 100 عددی,سرویس ویژه دیجی کالا: 7 روز تضمین بازگشت کالا,ندارد,ندارد,عمومی,11,42000-47000
ماسک تنفسی گلدیس مدل ssms01 بسته 50 عددی,گارانتی اصالت و سلامت فیزیکی کالا,ندارد,ندارد,بیمارستان,12,24500-33000
ماسک تنفسی گلدیس مدل ssms01 بسته 50 عددی,گارانتی اصالت و سلامت فیزیکی کالا,ندارد,ندارد,عمومی,12,24500-33000
ماسک تنفسی انزانی مدل ni11 بسته 50 عددی,گارانتی اصالت و سلامت فیزیکی کالا,ندارد,ندارد,بیمارستان,7,48900-50000
ماسک تنفسی انزانی مدل ni11 بسته 50 عددی,گارانتی اصالت و سلامت فیزیکی کالا,ندارد,ندارد,نجاری,7,48900-50000
ماسک تنفسی انزانی مدل ni11 بسته 50 عددی,گارانتی اصالت و سلامت فیزیکی کالا,ندارد,ندارد,ساختمانی,7,48900-50000
ماسک تنفسی انزانی مدل ni11 بسته 50 عددی,گارانتی اصالت و سلامت فیزیکی کالا,ندارد,ندارد,جوشکاری,7,48900-50000
ماسک تنفسی انزانی مدل ni11 بسته 50 عددی,گارانتی اصالت و سلامت فیزیکی کالا,ندارد,ندارد,تراشکاری,7,48900-50000
ماسک تنفسی انزانی مدل ni11 بسته 50 عددی,گارانتی اصالت و سلامت فیزیکی کالا,ندارد,ندارد,عمومی,7,48900-50000
"نگهدارنده ماسک صورت مدل pi,03 بسته 3 عددی",گارانتی اصالت و سلامت فیزیکی کالا,ندارد,ندارد,بیمارستان,8,7000-12000
"نگهدارنده ماسک صورت مدل pi,03 بسته 3 عددی",گارانتی اصالت و سلامت فیزیکی کالا,ندارد,ندارد,عمومی,8,7000-12000
کاور نگهدارنده ماسک مدل jask مجموعه 2 عددی,گارانتی اصالت و سلامت فیزیکی کالا,ندارد,ندارد,عمومی,10,1950-6000
"ماسک تنفسی مدل ssmms,4 بسته 50 عددی",سرویس ویژه دیجی کالا: 7 روز تضمین بازگشت کالا,ندارد,ندارد,بیمارستان,12,24500-33000
"ماسک تنفسی مدل ssmms,4 بسته 50 عددی",سرویس ویژه دیجی کالا: 7 روز تضمین بازگشت کالا,ندارد,ندارد,عمومی,12,24500-33000
"ماسک تنفسی رایا مدل n,m,s01 بسته 50 عددی",سرویس ویژه دیجی کالا: 7 روز تضمین بازگشت کالا,ندارد,ندارد,بیمارستان,7,48900-50000
"ماسک تنفسی رایا مدل n,m,s01 بسته 50 عددی",سرویس ویژه دیجی کالا: 7 روز تضمین بازگشت کالا,ندارد,ندارد,عمومی,7,48900-50000
"کاور نگهدارنده ماسک صورت مدل g,03 بسته 3 عددی",گارانتی اصالت و سلامت فیزیکی کالا,ندارد,ندارد,بیمارستان,8,7000-12000
"کاور نگهدارنده ماسک صورت مدل g,03 بسته 3 عددی",گارانتی اصالت و سلامت فیزیکی کالا,ندارد,ندارد,عمومی,8,7000-12000
"ماسک تنفسی وحدت مدل p,mlt بسته 50 عددی",گارانتی اصالت و سلامت فیزیکی کالا,ندارد,ندارد,بیمارستان,12,24500-33000
"ماسک تنفسی وحدت مدل p,mlt بسته 50 عددی",گارانتی اصالت و سلامت فیزیکی کالا,ندارد,ندارد,عمومی,12,24500-33000
ماسک تنفسی مدل beh20 بسته 50 عددی,گارانتی اصالت و سلامت فیزیکی کالا,ندارد,ندارد,بیمارستان,7,48900-50000
ماسک تنفسی مدل beh20 بسته 50 عددی,گارانتی اصالت و سلامت فیزیکی کالا,ندارد,ندارد,عمومی,7,48900-50000
ماسک تنفسی نیک رای مدل s03 بسته 50 عددی,گارانتی اصالت و سلامت فیزیکی کالا,ندارد,ندارد,بیمارستان,9,34000-40000
ماسک تنفسی نیک رای مدل s03 بسته 50 عددی,گارانتی اصالت و سلامت فیزیکی کالا,ندارد,ندارد,عمومی,9,34000-40000
ماسک تنفسی مدل صبا 21 مجموعه 50 عددی,گارانتی اصالت و سلامت فیزیکی کالا,ندارد,دارد,بیمارستان,12,24500-33000
ماسک تنفسی مدل صبا 21 مجموعه 50 عددی,گارانتی اصالت و سلامت فیزیکی کالا,ندارد,دارد,عمومی,12,24500-33000
ماسک تنفسی بهنود مدل beh21 بسته 50 عددی,گارانتی اصالت و سلامت فیزیکی کالا,ندارد,ندارد,بیمارستان,11,42000-47000
ماسک تنفسی بهنود مدل beh21 بسته 50 عددی,گارانتی اصالت و سلامت فیزیکی کالا,ندارد,ندارد,عمومی,11,42000-47000
"ماسک تنفسی رایا مدل s,m,s02 بسته 50 عددی",سرویس ویژه دیجی کالا: 7 روز تضمین بازگشت کالا,ندارد,ندارد,بیمارستان,12,24500-33000
"ماسک تنفسی رایا مدل s,m,s02 بسته 50 عددی",سرویس ویژه دیجی کالا: 7 روز تضمین بازگشت کالا,ندارد,ندارد,عمومی,12,24500-33000
ماسک تنفسی مدل r1003 بسته 50 عددی,سرویس ویژه دیجی کالا: 7 روز تضمین بازگشت کالا,ندارد,ندارد,بیمارستان,9,34000-40000
ماسک تنفسی مدل r1003 بسته 50 عددی,سرویس ویژه دیجی کالا: 7 روز تضمین بازگشت کالا,ندارد,ندارد,عمومی,9,34000-40000
"کاور نگهدارنده ماسک صورت مدل b,01",گارانتی اصالت و سلامت فیزیکی کالا,ندارد,ندارد,بیمارستان,10,1950-6000
"کاور نگهدارنده ماسک صورت مدل b,01",گارانتی اصالت و سلامت فیزیکی کالا,ندارد,ندارد,عمومی,10,1950-6000
نگهدارنده ماسک مدل r1,گارانتی اصالت و سلامت فیزیکی کالا,ندارد,ندارد,بیمارستان,10,1950-6000
نگهدارنده ماسک مدل r1,گارانتی اصالت و سلامت فیزیکی کالا,ندارد,ندارد,عمومی,10,1950-6000
"کاور نگهدارنده ماسک صورت مدل pu,01",گارانتی اصالت و سلامت فیزیکی کالا,ندارد,ندارد,بیمارستان,10,1950-6000
"کاور نگهدارنده ماسک صورت مدل pu,01",گارانتی اصالت و سلامت فیزیکی کالا,ندارد,ندارد,عمومی,10,1950-6000
"کاور نگهدارنده ماسک صورت مدل pu,03 بسته 3 عددی",گارانتی اصالت و سلامت فیزیکی کالا,ندارد,ندارد,بیمارستان,8,7000-12000
"کاور نگهدارنده ماسک صورت مدل pu,03 بسته 3 عددی",گارانتی اصالت و سلامت فیزیکی کالا,ندارد,ندارد,عمومی,8,7000-12000
"نگهدارنده ماسک صورت مدل b,03 بسته 3 عددی",گارانتی اصالت و سلامت فیزیکی کالا,ندارد,ندارد,بیمارستان,8,7000-12000
"نگهدارنده ماسک صورت مدل b,03 بسته 3 عددی",گارانتی اصالت و سلامت فیزیکی کالا,ندارد,ندارد,عمومی,8,7000-12000
"ماسک تنفسی کارومد مدل m,269 بسته 3 عددی",گارانتی اصالت و سلامت فیزیکی کالا,ندارد,دارد,بیمارستان,10,1950-6000
"ماسک تنفسی کارومد مدل m,269 بسته 3 عددی",گارانتی اصالت و سلامت فیزیکی کالا,ندارد,دارد,عمومی,10,1950-6000
ماسک تنفسی مدل صبا 19 مجموعه 50عددی,سرویس ویژه دیجی کالا: 7 روز تضمین بازگشت کالا,ندارد,دارد,عمومی,7,48900-50000
کاور نگهدارنده ماسک تنفسی مدل rad26 بسته 3 عددی,گارانتی اصالت و سلامت فیزیکی کالا,ندارد,ندارد,بیمارستان,10,1950-6000
کاور نگهدارنده ماسک تنفسی مدل rad26 بسته 3 عددی,گارانتی اصالت و سلامت فیزیکی کالا,ندارد,ندارد,عمومی,10,1950-6000
ماسک تنفسی مدل التروسونیک بسته 10 عددی,سرویس ویژه دیجی کالا: 7 روز تضمین بازگشت کالا,ندارد,ندارد,بیمارستان,8,7000-12000
ماسک تنفسی مدل التروسونیک بسته 10 عددی,سرویس ویژه دیجی کالا: 7 روز تضمین بازگشت کالا,ندارد,ندارد,عمومی,8,7000-12000
ماسک تنفسی مشهد ماسک مدل ملت بلون بسته 50 عددی,گارانتی اصالت و سلامت فیزیکی کالا,ندارد,ندارد,بیمارستان,9,34000-40000
ماسک تنفسی مشهد ماسک مدل ملت بلون بسته 50 عددی,گارانتی اصالت و سلامت فیزیکی کالا,ندارد,ندارد,نجاری,9,34000-40000
ماسک تنفسی مشهد ماسک مدل ملت بلون بسته 50 عددی,گارانتی اصالت و سلامت فیزیکی کالا,ندارد,ندارد,ساختمانی,9,34000-40000
ماسک تنفسی مشهد ماسک مدل ملت بلون بسته 50 عددی,گارانتی اصالت و سلامت فیزیکی کالا,ندارد,ندارد,جوشکاری,9,34000-40000
ماسک تنفسی مشهد ماسک مدل ملت بلون بسته 50 عددی,گارانتی اصالت و سلامت فیزیکی کالا,ندارد,ندارد,تراشکاری,9,34000-40000
ماسک تنفسی مشهد ماسک مدل ملت بلون بسته 50 عددی,گارانتی اصالت و سلامت فیزیکی کالا,ندارد,ندارد,عمومی,9,34000-40000
ماسک تنفسی اروین مدل sp بسته 50 عددی,سرویس ویژه دیجی کالا: 7 روز تضمین بازگشت کالا,ندارد,ندارد,بیمارستان,13,17000-24000
ماسک تنفسی اروین مدل sp بسته 50 عددی,سرویس ویژه دیجی کالا: 7 روز تضمین بازگشت کالا,ندارد,ندارد,عمومی,13,17000-24000
ماسک تنفسی مشهد ماسک مدل پرستاری بسته 50 عددی,گارانتی اصالت و سلامت فیزیکی کالا,ندارد,ندارد,بیمارستان,9,34000-40000
ماسک تنفسی مشهد ماسک مدل پرستاری بسته 50 عددی,گارانتی اصالت و سلامت فیزیکی کالا,ندارد,ندارد,نجاری,9,34000-40000
ماسک تنفسی مشهد ماسک مدل پرستاری بسته 50 عددی,گارانتی اصالت و سلامت فیزیکی کالا,ندارد,ندارد,ساختمانی,9,34000-40000
ماسک تنفسی مشهد ماسک مدل پرستاری بسته 50 عددی,گارانتی اصالت و سلامت فیزیکی کالا,ندارد,ندارد,جوشکاری,9,34000-40000
ماسک تنفسی مشهد ماسک مدل پرستاری بسته 50 عددی,گارانتی اصالت و سلامت فیزیکی کالا,ندارد,ندارد,تراشکاری,9,34000-40000
ماسک تنفسی مشهد ماسک مدل پرستاری بسته 50 عددی,گارانتی اصالت و سلامت فیزیکی کالا,ندارد,ندارد,عمومی,9,34000-40000
ماسک تنفسی مدل ms بسته 100عددی,گارانتی اصالت و سلامت فیزیکی کالا,ندارد,ندارد,بیمارستان,14,100000-100000
ماسک تنفسی مدل ms بسته 100عددی,گارانتی اصالت و سلامت فیزیکی کالا,ندارد,ندارد,عمومی,14,100000-100000
ماسک تنفسی مدل mz بسته 100 عددی,گارانتی اصالت و سلامت فیزیکی کالا,ندارد,ندارد,بیمارستان,14,100000-100000
ماسک تنفسی مدل mz بسته 100 عددی,گارانتی اصالت و سلامت فیزیکی کالا,ندارد,ندارد,عمومی,14,100000-100000
ماسک تنفسی مشهد ماسک مدل پرستاری بسته 50 عددی,گارانتی اصالت و سلامت فیزیکی کالا,ندارد,ندارد,بیمارستان,9,34000-40000
ماسک تنفسی مشهد ماسک مدل پرستاری بسته 50 عددی,گارانتی اصالت و سلامت فیزیکی کالا,ندارد,ندارد,نجاری,9,34000-40000
ماسک تنفسی مشهد ماسک مدل پرستاری بسته 50 عددی,گارانتی اصالت و سلامت فیزیکی کالا,ندارد,ندارد,ساختمانی,9,34000-40000
ماسک تنفسی مشهد ماسک مدل پرستاری بسته 50 عددی,گارانتی اصالت و سلامت فیزیکی کالا,ندارد,ندارد,جوشکاری,9,34000-40000
ماسک تنفسی مشهد ماسک مدل پرستاری بسته 50 عددی,گارانتی اصالت و سلامت فیزیکی کالا,ندارد,ندارد,تراشکاری,9,34000-40000
ماسک تنفسی مشهد ماسک مدل پرستاری بسته 50 عددی,گارانتی اصالت و سلامت فیزیکی کالا,ندارد,ندارد,عمومی,9,34000-40000
